PrecedingWeekToFollowingWeek,PrecedingWeekThursdayDate,PrecedingWeekThursdayOpen,PrecedingWeekThursdayHigh,PrecedingWeekThursdayLow,PrecedingWeekThursdayClose,PrecedingWeekThursdayVolume,PrecedingWeekThursdayDayOfTheWeek,PrecedingWeekFridayDate,PrecedingWeekFridayOpen,PrecedingWeekFridayHigh,PrecedingWeekFridayLow,PrecedingWeekFridayClose,PrecedingWeekFridayVolume,PrecedingWeekFridayDayOfTheWeek,FollowingWeekMondayDate,FollowingWeekMondayOpen,FollowingWeekMondayHigh,FollowingWeekMondayLow,FollowingWeekMondayClose,FollowingWeekMondayVolume,FollowingWeekMondayDayOfTheWeek,didFridayCloseHigherThanThursdayClose,FridayCloseComparedToThursdayCloseChangeInPercent,wasFridayIntradayPositive,FridayIntradayChangeInPercent,WasMondayOpenHigherThanFridayClose,MondayOpenComparedToFridayCloseChangeInPercent,WasMondayCloseHigherThanFridayClose,MondayCloseComparedToFridayCloseChangeInPercent,fridayWasATripleWitchDay
12/9/13 to 12/16/13,2013-12-12,178.639999,178.860001,177.759995,178.130005,115565000.0,Thursday,2013-12-13,178.5,178.660004,177.770004,178.110001,107808000.0,Friday,2013-12-16,178.949997,179.809998,178.899994,179.220001,96195000.0,Monday,0,-0.0112300002461685,0,-0.2184868347338873,1,0.4716164141731632,1,0.6232103721115498,0
12/16/13 to 12/23/13,2013-12-19,181.179993,181.699997,180.710007,181.490005,136531200.0,Thursday,2013-12-20,180.690002,181.990005,180.570007,181.559998,197087000.0,Friday,2013-12-23,182.449997,182.639999,182.070007,182.529999,85598000.0,Monday,1,0.0385657601364939,1,0.4814854116831625,1,0.4901955330490744,1,0.5342592039464532,1
12/23/13 to 12/30/13,2013-12-26,183.339996,183.960007,183.320007,183.860001,63365000.0,Thursday,2013-12-27,184.100006,184.179993,183.660004,183.850006,61814000.0,Friday,2013-12-30,183.869995,184.020004,183.580002,183.820007,56857000.0,Monday,0,-0.0054362014280656,0,-0.1357957587464717,1,0.0108724500123112,0,-0.0163171058041758,0
12/30/13 to 1/6/14,2014-01-02,183.979996,184.070007,182.479996,182.919998,119636900.0,Thursday,2014-01-03,183.229996,183.600006,182.630005,182.889999,81390600.0,Friday,2014-01-06,183.490005,183.559998,182.080002,182.360001,108028200.0,Monday,0,-0.0164000657817652,0,-0.1855575000940408,1,0.3280693330858444,0,-0.2897905860888423,0
1/6/14 to 1/13/14,2014-01-09,184.110001,184.130005,182.800003,183.639999,90683400.0,Thursday,2014-01-10,183.949997,184.220001,183.009995,184.139999,102026400.0,Friday,2014-01-13,183.669998,184.179993,181.339996,181.690002,149892000.0,Monday,1,0.2722718376839024,1,0.1032900261476996,0,-0.2552411222724055,0,-1.3305077730558672,0
1/20/14 to 1/27/14,2014-01-23,183.369995,183.399994,181.820007,182.789993,132496900.0,Thursday,2014-01-24,181.600006,181.660004,178.830002,178.889999,208677100.0,Friday,2014-01-27,179.059998,179.520004,177.119995,178.009995,180843100.0,Monday,0,-2.13359272900679,0,-1.492294554219353,1,0.0950299071777726,0,-0.4919246491806316,0
1/27/14 to 2/3/14,2014-01-30,178.830002,179.809998,178.259995,179.229996,118938100.0,Thursday,2014-01-31,177.009995,179.289993,176.919998,178.179993,194677900.0,Friday,2014-02-03,177.970001,178.369995,173.830002,174.169998,254837100.0,Monday,0,-0.5858411111050874,1,0.660978494462978,0,-0.1178538602816084,0,-2.2505304509693205,0
2/3/14 to 2/10/14,2014-02-06,175.580002,177.479996,175.220001,177.479996,132877600.0,Thursday,2014-02-07,178.309998,179.869995,177.729996,179.679993,170787200.0,Friday,2014-02-10,179.699997,180.070007,179.210007,180.009995,92218800.0,Monday,1,1.2395746278921462,1,0.7683220320601365,1,0.011133125990271,1,0.1836609599600816,0
2/17/14 to 2/24/14,2014-02-20,183.270004,184.520004,182.600006,184.100006,104998100.0,Thursday,2014-02-21,184.449997,184.889999,183.800003,183.889999,118116400.0,Friday,2014-02-24,184.279999,186.149994,184.199997,184.910004,114063900.0,Monday,0,-0.1140722396282913,0,-0.3036042337262859,1,0.2120833118281842,1,0.554682149952047,0
2/24/14 to 3/3/14,2014-02-27,184.580002,185.869995,184.369995,185.820007,93880800.0,Thursday,2014-02-28,185.789993,187.149994,185.050003,186.289993,150842000.0,Friday,2014-03-03,184.649994,185.449997,183.75,184.979996,167748500.0,Monday,1,0.2529254021608156,1,0.2691210607882417,0,-0.8803473410404913,0,-0.7032030969049474,0
3/3/14 to 3/10/14,2014-03-06,188.210007,188.610001,187.779999,188.179993,82516500.0,Thursday,2014-03-07,188.960007,188.960007,187.429993,188.259995,114513500.0,Friday,2014-03-10,187.970001,188.229996,187.080002,188.160004,74939200.0,Monday,1,0.042513552437005,0,-0.3704551090538364,0,-0.1540390989599289,0,-0.0531132490468923,0
3/10/14 to 3/17/14,2014-03-13,187.839996,187.990005,184.660004,185.179993,155014300.0,Thursday,2014-03-14,184.850006,185.800003,184.440002,184.660004,153919600.0,Friday,2014-03-17,185.589996,186.770004,185.509995,186.330002,98359500.0,Monday,0,-0.2808019330684442,0,-0.1027871213593691,1,0.5036239466343925,1,0.904363675850468,0
3/17/14 to 3/24/14,2014-03-20,186.25,187.889999,185.919998,187.75,117241000.0,Thursday,2014-03-21,187.710007,189.020004,186.029999,186.199997,163128000.0,Friday,2014-03-24,186.839996,187.070007,184.619995,185.429993,121411000.0,Monday,0,-0.8255675099866864,0,-0.8044376664479023,1,0.3437159024229293,0,-0.4135359894769495,1
3/24/14 to 3/31/14,2014-03-27,184.75,185.339996,183.899994,184.580002,142383000.0,Thursday,2014-03-28,185.110001,186.419998,185.0,185.490005,101642000.0,Friday,2014-03-31,186.669998,187.300003,185.520004,187.009995,99745000.0,Monday,1,0.4930127804419403,1,0.2052855048064017,1,0.6361491014030627,1,0.819445770137322,0
3/31/14 to 4/7/14,2014-04-03,189.169998,189.220001,188.050003,188.630005,77435000.0,Thursday,2014-04-04,189.660004,189.699997,186.100006,186.399994,169381000.0,Friday,2014-04-07,185.949997,186.259995,183.960007,184.339996,140803000.0,Monday,0,-1.182214356618407,0,-1.7188705743146533,0,-0.2414147073416731,0,-1.1051491772043611,0
4/7/14 to 4/14/14,2014-04-10,187.080002,187.169998,182.929993,183.160004,172959000.0,Thursday,2014-04-11,182.139999,183.419998,181.309998,181.509995,167251000.0,Friday,2014-04-14,182.929993,183.369995,181.440002,182.940002,132382000.0,Monday,0,-0.9008566084110716,0,-0.3458899766437274,1,0.7823249623250733,1,0.7878392592099345,0
4/21/14 to 4/28/14,2014-04-24,188.369995,188.389999,186.929993,187.830002,88170000.0,Thursday,2014-04-25,187.220001,187.330002,185.869995,186.289993,100380000.0,Friday,2014-04-28,187.050003,187.690002,184.960007,186.880005,135121000.0,Monday,0,-0.8198951091955999,0,-0.4967460714840968,1,0.4079714577046519,1,0.3167169585969127,0
4/28/14 to 5/5/14,2014-05-01,188.220001,188.839996,187.729996,188.330002,93019000.0,Thursday,2014-05-02,188.309998,189.139999,187.779999,188.059998,98122000.0,Friday,2014-05-05,187.139999,188.550003,186.619995,188.419998,75883000.0,Monday,0,-0.1433674917074551,0,-0.1327598123600426,0,-0.4892050461470378,1,0.1914282696099918,0
5/5/14 to 5/12/14,2014-05-08,187.710007,189.050003,187.080002,187.679993,93618000.0,Thursday,2014-05-09,187.710007,188.039993,186.830002,187.960007,83679000.0,Friday,2014-05-12,188.800003,189.880005,188.0,189.789993,86940000.0,Monday,1,0.1491975758971784,1,0.1331841620995731,1,0.4469014517540497,1,0.9736039220300836,0
5/12/14 to 5/19/14,2014-05-15,188.679993,188.720001,186.479996,187.399994,154956000.0,Thursday,2014-05-16,187.509995,188.130005,186.720001,188.050003,97458000.0,Friday,2014-05-19,187.690002,188.889999,187.520004,188.740005,63839000.0,Monday,1,0.3468564678822836,1,0.2879889149375745,0,-0.191438975940889,1,0.3669247482011434,0
5/26/14 to 6/2/14,2014-05-29,191.820007,192.399994,191.330002,192.369995,64377000.0,Thursday,2014-05-30,192.190002,192.800003,192.029999,192.679993,76316000.0,Friday,2014-06-02,192.949997,192.990005,191.970001,192.899994,64656000.0,Monday,1,0.1611467526419634,1,0.2549513475732226,1,0.1401307918876664,1,0.1141794726969895,0
6/2/14 to 6/9/14,2014-06-05,193.410004,194.649994,192.699997,194.449997,92103000.0,Thursday,2014-06-06,194.869995,195.429993,194.779999,195.380005,78696000.0,Friday,2014-06-09,195.350006,196.050003,195.169998,195.580002,65119000.0,Monday,1,0.4782761709170996,1,0.2617180751711019,0,-0.0153541812019114,1,0.1023630846974316,0
6/9/14 to 6/16/14,2014-06-12,194.690002,194.800003,193.110001,193.539993,106350000.0,Thursday,2014-06-13,193.919998,194.320007,193.300003,194.130005,82017000.0,Friday,2014-06-16,193.889999,194.699997,193.660004,194.289993,87424000.0,Monday,1,0.3048527546448767,1,0.108295690060815,0,-0.1236315838965864,1,0.0824128140315035,0
6/16/14 to 6/23/14,2014-06-19,196.429993,196.600006,195.800003,196.479996,85929000.0,Thursday,2014-06-20,196.029999,196.100006,195.699997,195.940002,100587000.0,Friday,2014-06-23,195.990005,196.050003,195.520004,195.880005,70611000.0,Monday,0,-0.2748340853997204,0,-0.045909809957205,1,0.0255195465395594,0,-0.030620087469419,1
6/23/14 to 6/30/14,2014-06-26,195.610001,195.630005,194.130005,195.440002,84312000.0,Thursday,2014-06-27,194.979996,195.880005,194.889999,195.820007,71445100.0,Friday,2014-06-30,195.699997,196.169998,195.529999,195.720001,70201200.0,Monday,1,0.1944356304294406,1,0.4308190672031833,0,-0.0612858725921747,0,-0.0510703689230322,0
7/7/14 to 7/14/14,2014-07-10,195.220001,196.860001,195.059998,196.339996,99040000.0,Thursday,2014-07-11,196.220001,196.75,195.779999,196.610001,64243000.0,Friday,2014-07-14,197.610001,197.860001,197.440002,197.600006,58658000.0,Monday,1,0.1375191023228897,1,0.1987564967956629,1,0.5086211255347076,1,0.5035374573849865,0
7/14/14 to 7/21/14,2014-07-17,197.350006,198.100006,195.429993,195.710007,145398000.0,Thursday,2014-07-18,196.350006,197.910004,196.240005,197.710007,124330000.0,Friday,2014-07-21,197.089996,197.5,196.429993,197.339996,67592000.0,Monday,1,1.0219201514820857,1,0.6926411807698049,0,-0.3135961651146858,0,-0.1871483419652991,0
7/21/14 to 7/28/14,2014-07-24,198.830002,199.059998,198.449997,198.649994,56888000.0,Thursday,2014-07-25,198.089996,198.259995,197.330002,197.720001,76837000.0,Friday,2014-07-28,197.759995,198.089996,196.619995,197.800003,69259000.0,Monday,0,-0.4681565708982584,0,-0.1867812648146134,1,0.0202275944758907,1,0.0404622696719526,0
7/28/14 to 8/4/14,2014-07-31,195.610001,195.779999,192.970001,193.089996,183479000.0,Thursday,2014-08-01,192.559998,193.759995,191.570007,192.5,189261000.0,Friday,2014-08-04,192.869995,194.300003,192.050003,193.889999,91340000.0,Monday,0,-0.3055549289047649,0,-0.0311580809218783,1,0.1922051948051889,1,0.7220774025973968,0
8/4/14 to 8/11/14,2014-08-07,192.940002,193.130005,190.550003,191.029999,135733000.0,Thursday,2014-08-08,191.460007,193.369995,190.949997,193.240005,117014000.0,Friday,2014-08-11,193.970001,194.660004,193.710007,193.800003,74544000.0,Monday,1,1.156889499852844,1,0.9296970306702256,1,0.3777664981948225,1,0.2897940310030562,0
8/11/14 to 8/18/14,2014-08-14,195.160004,195.759995,194.979996,195.759995,57371000.0,Thursday,2014-08-15,196.470001,196.649994,194.309998,195.720001,139951000.0,Friday,2014-08-18,196.800003,197.449997,196.690002,197.360001,75424000.0,Monday,0,-0.0204301190342833,0,-0.3817376679302811,1,0.5518097253637391,1,0.8379317349380223,0
8/18/14 to 8/25/14,2014-08-21,199.089996,199.759995,198.929993,199.5,67791000.0,Thursday,2014-08-22,199.339996,199.690002,198.740005,199.190002,76107000.0,Friday,2014-08-25,200.139999,200.589996,199.149994,200.199997,63855000.0,Monday,0,-0.1553874686716828,0,-0.07524531103132,1,0.4769300619817234,1,0.507051051688831,0
9/1/14 to 9/8/14,2014-09-04,200.839996,201.580002,199.660004,200.210007,85236000.0,Thursday,2014-09-05,200.169998,201.190002,199.410004,201.110001,102177000.0,Friday,2014-09-08,200.919998,201.210007,200.0,200.589996,64146000.0,Monday,1,0.4495249830344499,1,0.4696023427047337,0,-0.0944771513376993,0,-0.2585674493631958,0
9/8/14 to 9/15/14,2014-09-11,199.270004,200.330002,199.119995,200.300003,66774400.0,Thursday,2014-09-12,200.100006,200.119995,198.559998,199.130005,117409300.0,Friday,2014-09-15,199.160004,199.320007,198.380005,198.979996,76401000.0,Monday,0,-0.5841228070276128,0,-0.4847581064040529,1,0.0150650325148011,0,-0.0753321931569335,0
9/15/14 to 9/22/14,2014-09-18,201.360001,201.850006,201.100006,201.820007,94990000.0,Thursday,2014-09-19,201.520004,201.899994,200.289993,200.699997,121649000.0,Friday,2014-09-22,200.350006,200.380005,198.729996,199.149994,125553000.0,Monday,0,-0.5549548910678651,0,-0.4069109685011737,0,-0.1743851545747599,0,-0.7722984669501534,1
9/22/14 to 9/29/14,2014-09-25,199.039993,199.050003,196.270004,196.339996,150300000.0,Thursday,2014-09-26,196.699997,198.389999,196.419998,197.899994,103547000.0,Friday,2014-09-29,196.199997,197.889999,196.050003,197.539993,95112000.0,Monday,1,0.7945390810744332,1,0.6100645746324014,0,-0.859018217049565,0,-0.1819105664045562,0
9/29/14 to 10/6/14,2014-10-02,194.179993,195.059998,192.350006,194.380005,157285000.0,Thursday,2014-10-03,195.679993,196.940002,195.080002,196.520004,121569000.0,Friday,2014-10-06,197.339996,197.600006,195.580002,196.289993,104778000.0,Monday,1,1.1009357675446034,1,0.4292779180547109,1,0.4172562504120514,0,-0.1170420289631127,0
10/6/14 to 10/13/14,2014-10-09,196.330002,196.600006,192.580002,192.740005,210705000.0,Thursday,2014-10-10,192.690002,193.649994,190.490005,190.539993,221909000.0,Friday,2014-10-13,190.460007,191.149994,187.300003,187.410004,230939000.0,Monday,0,-1.141440252634624,0,-1.1157864848639023,0,-0.0419785887155036,0,-1.6426939828847495,0
10/13/14 to 10/20/14,2014-10-16,183.059998,187.580002,182.889999,186.270004,270391000.0,Thursday,2014-10-17,188.419998,189.75,187.619995,188.470001,214625000.0,Friday,2014-10-20,188.130005,190.449997,188.070007,190.300003,130011000.0,Monday,1,1.181079590249,1,0.0265380535669063,0,-0.1803979403597419,1,0.9709778693108873,0
10/20/14 to 10/27/14,2014-10-23,194.619995,196.199997,194.259995,194.929993,154944000.0,Thursday,2014-10-24,195.25,196.490005,194.490005,196.429993,117927000.0,Friday,2014-10-27,195.729996,196.449997,195.029999,196.160004,82954000.0,Monday,1,0.7695070301469719,1,0.6043498079385383,0,-0.3563595300845916,0,-0.1374479507312356,0
10/27/14 to 11/3/14,2014-10-30,197.580002,199.949997,197.399994,199.380005,113330000.0,Thursday,2014-10-31,201.779999,201.820007,200.770004,201.660004,146903000.0,Friday,2014-11-03,201.919998,202.449997,201.309998,201.770004,93600000.0,Monday,1,1.1435444592350046,0,-0.0594682330234411,1,0.1289269041172914,1,0.054547256678629,0
11/3/14 to 11/10/14,2014-11-06,202.389999,203.259995,201.639999,203.149994,107089000.0,Thursday,2014-11-07,203.169998,203.600006,202.610001,203.339996,89540000.0,Friday,2014-11-10,203.380005,204.039993,203.130005,203.979996,66319000.0,Monday,1,0.0935279377857235,1,0.0836727871602484,1,0.0196759126522249,1,0.3147437850839666,0
11/10/14 to 11/17/14,2014-11-13,204.160004,204.830002,203.210007,204.190002,85357900.0,Thursday,2014-11-14,204.100006,204.490005,203.720001,204.240005,80417500.0,Friday,2014-11-17,203.850006,204.580002,203.649994,204.369995,80441000.0,Monday,1,0.0244884663843647,1,0.068593334583238,0,-0.1909513270918637,1,0.063645709370205,0
11/17/14 to 11/24/14,2014-11-20,204.259995,205.710007,204.179993,205.580002,72840300.0,Thursday,2014-11-21,207.639999,207.839996,205.979996,206.679993,142327300.0,Friday,2014-11-24,207.169998,207.389999,206.910004,207.259995,65880800.0,Monday,1,0.5350671219470017,0,-0.4623415549139898,1,0.2370839058427858,1,0.2806280335029852,0
12/1/14 to 12/8/14,2014-12-04,207.539993,208.270004,206.699997,207.660004,91316600.0,Thursday,2014-12-05,207.869995,208.470001,207.550003,208.0,91025500.0,Friday,2014-12-08,207.520004,208.119995,205.929993,206.610001,108588200.0,Monday,1,0.163727243306811,1,0.062541493783175,0,-0.2307673076923076,0,-0.6682687499999946,0
12/8/14 to 12/15/14,2014-12-11,203.880005,206.190002,203.710007,204.190002,159012800.0,Thursday,2014-12-12,202.639999,203.820007,200.850006,200.889999,202330200.0,Friday,2014-12-15,201.979996,202.529999,198.779999,199.509995,189965800.0,Monday,0,-1.6161432820790138,0,-0.863600478008293,1,0.5425840038955901,0,-0.6869450977497319,0
12/15/14 to 12/22/14,2014-12-18,204.740005,212.970001,203.919998,206.779999,257633900.0,Thursday,2014-12-19,206.429993,207.330002,205.610001,206.520004,245084600.0,Friday,2014-12-22,206.75,207.470001,206.460007,207.470001,148318900.0,Monday,0,-0.1257350813702265,1,0.0436036443599569,1,0.1113674198844194,1,0.4600024121634223,1
1/5/15 to 1/12/15,2015-01-08,204.009995,206.160004,203.990005,205.899994,147217800.0,Thursday,2015-01-09,206.399994,206.419998,203.509995,204.25,158567300.0,Friday,2015-01-12,204.410004,204.600006,201.919998,202.649994,144396100.0,Monday,0,-0.8013569927544497,0,-1.041663789970843,1,0.0783373317013397,0,-0.7833566707466377,0
1/19/15 to 1/26/15,2015-01-22,203.990005,206.259995,202.330002,206.100006,174356000.0,Thursday,2015-01-23,205.789993,206.100006,204.809998,204.970001,117516800.0,Friday,2015-01-26,204.710007,205.559998,203.850006,205.449997,92009700.0,Monday,0,-0.5482799452223264,0,-0.3984605801507623,0,-0.1268449035134688,1,0.2341786591492478,0
1/26/15 to 2/2/15,2015-01-29,200.380005,202.300003,198.679993,201.990005,173585400.0,Thursday,2015-01-30,200.570007,202.169998,199.130005,199.449997,197729700.0,Friday,2015-02-02,200.050003,202.029999,197.860001,201.919998,163107000.0,Monday,0,-1.2574919239197009,0,-0.5584135019749028,1,0.3008302878039189,1,1.2384061354485738,0
2/2/15 to 2/9/15,2015-02-05,204.860001,206.300003,204.770004,206.119995,97953200.0,Thursday,2015-02-06,206.559998,207.240005,204.919998,205.550003,125672000.0,Friday,2015-02-09,204.770004,205.639999,204.139999,204.630005,87219000.0,Monday,0,-0.276534064538467,0,-0.4889596290565434,0,-0.3794692233597309,0,-0.4475786847835719,0
2/16/15 to 2/23/15,2015-02-19,209.410004,210.419998,209.240005,209.979996,91462500.0,Thursday,2015-02-20,209.479996,211.330002,208.729996,211.240005,140896400.0,Friday,2015-02-23,210.940002,211.210007,210.479996,211.210007,74411100.0,Monday,1,0.6000614458531548,1,0.8401799854913098,0,-0.142019973915454,0,-0.0142009085826362,0
2/23/15 to 3/2/15,2015-02-26,211.520004,211.710007,210.649994,211.380005,72697900.0,Thursday,2015-02-27,211.259995,211.580002,210.600006,210.660004,108076000.0,Friday,2015-03-02,210.779999,212.059998,210.720001,211.990005,87491400.0,Monday,0,-0.3406192558279222,0,-0.2840059709364364,1,0.0569614533948348,1,0.6313495560362802,0
3/2/15 to 3/9/15,2015-03-05,210.619995,210.800003,209.850006,210.460007,76873000.0,Thursday,2015-03-06,209.419998,209.940002,207.100006,207.5,188128000.0,Friday,2015-03-09,207.740005,208.789993,207.550003,208.360001,89818900.0,Monday,0,-1.4064463088229349,0,-0.916816931685766,1,0.1156650602409621,1,0.4144583132530173,0
3/9/15 to 3/16/15,2015-03-12,205.259995,207.179993,205.199997,207.100006,93993500.0,Thursday,2015-03-13,206.770004,207.929993,204.580002,205.830002,162410900.0,Friday,2015-03-16,206.710007,208.690002,205.860001,208.580002,136099200.0,Monday,0,-0.6132322371830352,0,-0.4546123624391827,1,0.4275397130880768,1,1.336054012184288,0
3/16/15 to 3/23/15,2015-03-19,209.960007,210.470001,209.029999,209.5,117917300.0,Thursday,2015-03-20,209.710007,211.020004,209.490005,210.410004,177715100.0,Friday,2015-03-23,210.419998,211.110001,210.0,210.0,71784500.0,Monday,1,0.4343694510739792,1,0.3337928456604344,1,0.0047497741599805,0,-0.1948595562024639,1
3/23/15 to 3/30/15,2015-03-26,204.960007,206.369995,204.119995,205.270004,153067200.0,Thursday,2015-03-27,205.130005,205.949997,204.899994,205.740005,118939000.0,Friday,2015-03-30,206.979996,208.610001,206.960007,208.25,96180400.0,Monday,1,0.2289672094516042,1,0.2973723907431218,1,0.6026980508725095,1,1.2199839306896116,0
4/6/15 to 4/13/15,2015-04-09,207.779999,209.179993,207.190002,208.899994,85548900.0,Thursday,2015-04-10,209.199997,210.089996,208.960007,210.039993,72722900.0,Friday,2015-04-13,209.869995,210.630005,209.029999,209.089996,74436600.0,Monday,1,0.5457151903987213,1,0.4015277304234442,0,-0.0809360148855179,0,-0.4522933877644893,0
4/13/15 to 4/20/15,2015-04-16,210.029999,210.979996,209.789993,210.369995,68934900.0,Thursday,2015-04-17,208.940002,209.229996,207.009995,207.949997,191113200.0,Friday,2015-04-20,209.059998,210.25,208.960007,209.850006,92189500.0,Monday,0,-1.1503532145827131,0,-0.4738226239702996,1,0.5337826477583508,1,0.9136855145037638,0
4/20/15 to 4/27/15,2015-04-23,210.149994,211.940002,210.009995,211.160004,102585900.0,Thursday,2015-04-24,211.660004,211.970001,211.110001,211.649994,61327400.0,Friday,2015-04-27,212.330002,212.479996,210.539993,210.770004,79358100.0,Monday,1,0.2320467847689593,0,-0.0047292827226791,1,0.3212889294955591,0,-0.4157760571446046,0
