PrecedingWeekToFollowingWeek,PrecedingWeekFridayDate,PrecedingWeekFridayOpen,PrecedingWeekFridayHigh,PrecedingWeekFridayLow,PrecedingWeekFridayClose,PrecedingWeekFridayVolume,PrecedingWeekFridayDayOfTheWeek,FollowingWeekMondayDate,FollowingWeekMondayOpen,FollowingWeekMondayHigh,FollowingWeekMondayLow,FollowingWeekMondayClose,FollowingWeekMondayVolume,FollowingWeekMondayDayOfTheWeek,WasMondayOpenHigherThanFridayClose,MondayOpenComparedToFridayCloseChangeInPercent,WasMondayCloseHigherThanFridayClose,MondayCloseComparedToFridayCloseChangeInPercent
6/27/05 to 7/4/05,2005-07-01,119.449997,119.800003,119.209999,119.529999,49737500,Friday,2005-07-05,119.25,120.650002,119.190002,120.489998,51549000,Tuesday,0,-0.23424998104451056,1,0.8031448239198901
7/4/05 to 7/11/05,2005-07-08,119.970001,121.32,119.720001,121.32,64491200,Friday,2005-07-11,121.330002,122.099998,121.309998,121.940002,49688300,Monday,1,0.008244312561820035,1,0.5110468183316962
7/11/05 to 7/18/05,2005-07-15,122.790001,123.040001,122.360001,122.839996,56075900,Friday,2005-07-18,122.5,122.629997,122.050003,122.349998,56598400,Monday,0,-0.2767795596476569,0,-0.3988912536271981
7/18/05 to 7/25/05,2005-07-22,122.879997,123.559998,122.629997,123.540001,52607100,Friday,2005-07-25,123.410004,123.949997,122.849998,123.190002,57301600,Monday,0,-0.10522664638800111,0,-0.2833082379528205
7/25/05 to 8/1/05,2005-07-29,124.410004,124.629997,123.5,123.739998,62358100,Friday,2005-08-01,123.830002,124.040001,123.449997,123.650002,40418200,Monday,1,0.07273638391362615,0,-0.07272991874462395
8/1/05 to 8/8/05,2005-08-05,123.449997,123.980003,122.669998,122.879997,53595500,Friday,2005-08-08,123.150002,123.410004,122.379997,122.650002,47616000,Monday,1,0.21973063687493222,0,-0.18717041472584214
8/8/05 to 8/15/05,2005-08-12,123.57,123.690002,122.75,123.059998,54776900,Friday,2005-08-15,123.220001,123.870003,122.830002,123.82,36208500,Monday,1,0.13002031740647618,1,0.6175865531868447
8/15/05 to 8/22/05,2005-08-19,122.629997,122.82,122.199997,122.470001,39842100,Friday,2005-08-22,122.580002,123.230003,121.879997,122.470001,69912000,Monday,1,0.08981873038442852,0,0.0
8/22/05 to 8/29/05,2005-08-26,121.480003,121.489998,120.68,120.760002,61956800,Friday,2005-08-29,120.410004,121.779999,120.379997,121.690002,56179200,Monday,0,-0.2898294089130599,1,0.7701225443835342
8/29/05 to 9/5/05,2005-09-02,122.849998,122.879997,122.040001,122.269997,47653400,Friday,2005-09-06,122.660004,123.800003,122.650002,123.699997,57251300,Tuesday,1,0.3189719551559301,1,1.1695428437771145
9/5/05 to 9/12/05,2005-09-09,123.830002,124.739998,123.800003,124.599998,43093900,Friday,2005-09-12,124.449997,124.669998,124.269997,124.349998,33017600,Monday,0,-0.1203860372453643,0,-0.20064205779521763
9/12/05 to 9/19/05,2005-09-16,123.300003,123.739998,122.870003,123.5,75424100,Friday,2005-09-19,123.470001,123.550003,122.639999,123.089996,53355300,Monday,0,-0.024290688259112275,0,-0.3319870445344135
9/19/05 to 9/26/05,2005-09-23,121.239998,121.889999,120.900002,121.440002,59368100,Friday,2005-09-26,122.019997,122.239998,121.080002,121.580002,70415400,Monday,1,0.4775979829117564,1,0.11528326555856475
9/26/05 to 10/3/05,2005-09-30,122.620003,123.040001,121.739998,123.040001,47824200,Friday,2005-10-03,122.959999,123.339996,122.449997,122.599998,50994800,Monday,0,-0.06502113081095265,0,-0.35760971750967746
10/3/05 to 10/10/05,2005-10-07,119.699997,120.050003,119.129997,119.610001,75661400,Friday,2005-10-10,119.68,119.709999,118.300003,118.599998,52677000,Monday,1,0.058522698281734745,0,-0.8444135035163135
10/10/05 to 10/17/05,2005-10-14,118.120003,118.809998,117.559998,118.669998,88651000,Friday,2005-10-17,118.800003,119.269997,118.449997,119.110001,68109300,Monday,1,0.10955169983233423,1,0.37077863606266354
10/17/05 to 10/24/05,2005-10-21,118.290001,118.779999,117.510002,118.129997,96579500,Friday,2005-10-24,118.440002,120.089996,118.410004,119.959999,71308400,Monday,1,0.26242699388200597,1,1.549142509501624
10/24/05 to 10/31/05,2005-10-28,118.43,119.949997,118.099998,119.800003,72322000,Friday,2005-10-31,120.290001,121.300003,120.129997,120.129997,77698900,Monday,1,0.40901334535025,1,0.2754540832524013
10/31/05 to 11/7/05,2005-11-04,122.400002,122.459999,121.550003,122.110001,59156000,Friday,2005-11-07,122.370003,122.620003,121.849998,122.230003,46765400,Monday,1,0.2129244106713258,1,0.09827368685387161
11/7/05 to 11/14/05,2005-11-11,123.349998,123.839996,122.43,123.760002,34867000,Friday,2005-11-14,123.790001,124.019997,123.379997,123.690002,45092200,Monday,1,0.02423965700970469,0,-0.056561085058800475
11/14/05 to 11/21/05,2005-11-18,125.059998,125.279999,124.330002,125.129997,72437200,Friday,2005-11-21,125.150002,125.910004,124.980003,125.760002,50021200,Monday,1,0.0159873735152392,1,0.5034803924753526
11/21/05 to 11/28/05,2005-11-25,126.980003,127.220001,126.809998,127.129997,15270000,Friday,2005-11-28,127.25,127.269997,126.040001,126.230003,54498500,Monday,1,0.09439392970330752,0,-0.707932054776975
11/28/05 to 12/5/05,2005-12-02,126.769997,127.080002,126.5,126.849998,46699400,Friday,2005-12-05,126.699997,126.730003,126.18,126.580002,59273400,Monday,0,-0.11825069165551202,0,-0.21284667265032683
12/5/05 to 12/12/05,2005-12-09,126.160004,126.779999,125.82,126.330002,50744500,Friday,2005-12-12,126.709999,126.860001,125.959999,126.449997,48389900,Monday,1,0.30079711389540154,1,0.09498535431037433
12/12/05 to 12/19/05,2005-12-16,127.279999,127.360001,126.360001,126.360001,46238300,Friday,2005-12-19,126.730003,126.870003,125.690002,125.709999,48733000,Monday,1,0.29281576216511707,0,-0.514404870889484
12/19/05 to 12/26/05,2005-12-23,126.779999,126.860001,126.419998,126.760002,27977300,Friday,2005-12-27,126.959999,127.050003,125.379997,125.470001,44499500,Tuesday,1,0.1577761098489066,0,-1.0176719624854562
12/26/05 to 1/2/06,2005-12-30,124.800003,125.059998,124.360001,124.510002,44645600,Friday,2006-01-03,125.190002,127.0,124.389999,126.699997,73256700,Tuesday,1,0.5461408634464618,1,1.7588908238873824
1/2/06 to 1/9/06,2006-01-06,128.020004,128.580002,127.360001,128.440002,62885900,Friday,2006-01-09,128.419998,129.059998,128.380005,128.770004,43527400,Monday,0,-0.015574587113444715,1,0.2569308586588215
1/9/06 to 1/16/06,2006-01-13,128.570007,128.899994,128.199997,128.679993,44856700,Friday,2006-01-17,128.199997,128.419998,127.809998,128.330002,52066600,Tuesday,0,-0.3730152518736925,0,-0.2719855603349222
1/16/06 to 1/23/06,2006-01-20,128.279999,128.309998,125.970001,125.970001,114957800,Friday,2006-01-23,126.209999,126.82,126.129997,126.419998,67017400,Monday,1,0.1905199635586253,1,0.35722552705227845
1/23/06 to 1/30/06,2006-01-27,127.660004,128.660004,127.449997,128.539993,65771200,Friday,2006-01-30,128.440002,128.809998,128.350006,128.440002,33709600,Monday,0,-0.07778979729679698,0,-0.07778979729679698
1/30/06 to 2/6/06,2006-02-03,126.580002,128.389999,126.139999,126.269997,86040400,Friday,2006-02-06,126.440002,126.800003,126.169998,126.599998,45511900,Monday,1,0.13463610045069005,1,0.2613455356302858
2/6/06 to 2/13/06,2006-02-10,126.43,127.129997,125.449997,126.639999,64508700,Friday,2006-02-13,126.599998,126.790001,125.949997,126.410004,52308700,Monday,0,-0.03158638685712855,0,-0.181613235799222
2/13/06 to 2/20/06,2006-02-17,129.050003,129.160004,128.580002,128.809998,40342600,Friday,2006-02-21,129.110001,129.399994,128.289993,128.490005,46456300,Tuesday,1,0.23290350489719264,0,-0.24842248658369734
2/20/06 to 2/27/06,2006-02-24,129.110001,129.479996,128.759995,129.410004,36777400,Friday,2006-02-27,129.399994,130.039993,129.279999,129.460007,35858600,Monday,0,-0.007735105239618167,1,0.03863920752216637
2/27/06 to 3/6/06,2006-03-03,128.669998,130.070007,128.649994,128.759995,73402500,Friday,2006-03-06,129.139999,129.179993,127.849998,128.169998,57478400,Monday,1,0.29512582693093875,0,-0.45821452540442464
3/6/06 to 3/13/06,2006-03-10,127.709999,128.839996,127.440002,128.589996,60490800,Friday,2006-03-13,128.839996,129.160004,128.529999,128.830002,45479100,Monday,1,0.19441636812866842,1,0.18664437939635206
3/13/06 to 3/20/06,2006-03-17,130.679993,130.899994,130.380005,130.619995,47286800,Friday,2006-03-20,130.639999,130.899994,130.210007,130.410004,45538500,Monday,1,0.015314653778696083,0,-0.16076482011808552
3/20/06 to 3/27/06,2006-03-24,129.990005,130.570007,129.740005,130.210007,43209200,Friday,2006-03-27,130.029999,130.279999,129.740005,130.020004,32523000,Monday,0,-0.13824436704007445,0,-0.14592042837382702
3/27/06 to 4/3/06,2006-03-31,130.020004,130.240005,129.369995,129.830002,62925600,Friday,2006-04-03,130.070007,130.869995,129.490005,129.729996,61624700,Monday,1,0.18486096919261885,0,-0.07702842059573224
4/3/06 to 4/10/06,2006-04-07,131.059998,131.399994,129.350006,129.539993,80180900,Friday,2006-04-10,129.740005,130.080002,129.259995,129.740005,41496500,Monday,1,0.15440173753906775,1,0.15440173753906775
4/10/06 to 4/17/06,2006-04-13,128.589996,129.25,128.309998,128.710007,51051800,Thursday,2006-04-17,128.830002,129.309998,128.020004,128.660004,64167700,Monday,1,0.09322895926811439,0,-0.038849349141907664
4/17/06 to 4/24/06,2006-04-21,131.690002,131.789993,130.619995,131.149994,72342600,Friday,2006-04-24,130.889999,131.070007,130.380005,130.910004,52546400,Monday,0,-0.19824247952310506,0,-0.18298895232889292
4/24/06 to 5/1/06,2006-04-28,130.789993,131.75,130.710007,131.470001,55854400,Friday,2006-05-01,131.470001,131.800003,130.320007,130.399994,64990300,Monday,0,0.0,0,-0.8138792057969209
5/1/06 to 5/8/06,2006-05-05,132.050003,132.800003,131.850006,132.520004,62588200,Friday,2006-05-08,132.509995,132.770004,132.360001,132.360001,30016700,Monday,0,-0.007552821987536768,0,-0.1207387527697245
5/8/06 to 5/15/06,2006-05-12,130.360001,130.720001,129.190002,129.240005,91726500,Friday,2006-05-15,128.789993,129.740005,128.610001,129.5,84029300,Monday,0,-0.3481986866218295,1,0.2011722299144166
5/15/06 to 5/22/06,2006-05-19,126.870003,127.489998,125.800003,127.099998,124309400,Friday,2006-05-22,126.279999,127.169998,125.5,126.129997,110852800,Monday,0,-0.6451605136925302,0,-0.7631793983191064
5/22/06 to 5/29/06,2006-05-26,128.009995,128.380005,127.510002,128.380005,62989700,Friday,2006-05-30,127.970001,128.0,126.050003,126.099998,72419900,Tuesday,0,-0.31936749028792677,0,-1.7759829499928839
5/29/06 to 6/5/06,2006-06-02,129.25,129.429993,128.320007,129.0,91702600,Friday,2006-06-05,128.850006,128.860001,126.769997,127.120003,86105100,Monday,0,-0.11627441860464528,0,-1.4573620155038782
6/5/06 to 6/12/06,2006-06-09,126.360001,126.959999,125.290001,125.349998,94972200,Friday,2006-06-12,125.879997,125.93,123.82,123.989998,95815900,Monday,1,0.422815323858245,0,-1.0849621234138347
6/12/06 to 6/19/06,2006-06-16,125.290001,125.559998,124.459999,124.650002,94253500,Friday,2006-06-19,125.400002,125.480003,123.550003,123.669998,95804400,Monday,1,0.6016847075541965,0,-0.786204560189252
6/19/06 to 6/26/06,2006-06-23,124.330002,125.300003,124.029999,124.440002,54107000,Friday,2006-06-26,124.540001,125.059998,124.25,124.989998,37899600,Monday,1,0.08035920796593754,1,0.4419768492128383
6/26/06 to 7/3/06,2006-06-30,127.540001,127.660004,126.959999,127.279999,54227800,Friday,2006-07-03,127.43,128.009995,127.309998,127.800003,23914000,Monday,1,0.11785119514339654,1,0.408551228854111
7/3/06 to 7/10/06,2006-07-07,127.190002,127.559998,126.290001,126.610001,81626500,Friday,2006-07-10,126.940002,127.43,126.410004,126.849998,60964100,Monday,1,0.26064370696909633,1,0.18955611571316744
7/10/06 to 7/17/06,2006-07-14,124.129997,124.260002,122.830002,123.519997,103242500,Friday,2006-07-17,123.519997,124.099998,123.150002,123.339996,81159000,Monday,0,0.0,0,-0.14572620172586653
7/17/06 to 7/24/06,2006-07-21,125.150002,125.190002,123.82,123.949997,101560000,Friday,2006-07-24,124.440002,126.32,124.440002,126.209999,92884000,Monday,1,0.39532473728096235,1,1.8233175108507669
7/24/06 to 7/31/06,2006-07-28,127.040001,128.139999,126.860001,127.980003,82137000,Friday,2006-07-31,127.660004,127.959999,127.449997,127.849998,49593100,Monday,0,-0.25003828137118866,0,-0.10158227609980369
7/31/06 to 8/7/06,2006-08-04,129.080002,129.429993,127.480003,128.199997,96294200,Friday,2006-08-07,127.900002,128.080002,127.400002,127.900002,45377300,Monday,0,-0.23400546569435224,0,-0.23400546569435224
8/7/06 to 8/14/06,2006-08-11,127.169998,127.199997,126.389999,127.010002,47482200,Friday,2006-08-14,127.629997,128.160004,126.919998,127.110001,57839000,Monday,1,0.48814659494297385,1,0.0787331693766896
8/14/06 to 8/21/06,2006-08-18,130.190002,130.690002,129.589996,130.690002,58288400,Friday,2006-08-21,130.179993,130.279999,129.800003,130.130005,42133600,Monday,0,-0.39024331792419487,0,-0.4284926095570658
8/21/06 to 8/28/06,2006-08-25,129.639999,130.25,129.550003,129.809998,41756000,Friday,2006-08-28,129.649994,130.820007,129.639999,130.429993,52681500,Monday,0,-0.12326015134829207,1,0.4776172941624949
8/28/06 to 9/4/06,2006-09-01,131.139999,131.580002,130.839996,131.419998,48794500,Friday,2006-09-05,131.509995,131.850006,131.199997,131.669998,52348300,Tuesday,1,0.06848044541897726,1,0.1902298004904855
9/4/06 to 9/11/06,2006-09-08,130.080002,130.460007,129.830002,130.279999,45096300,Friday,2006-09-11,129.860001,130.690002,129.479996,130.410004,68496600,Monday,0,-0.3223810279580924,1,0.09978891694647835
9/11/06 to 9/18/06,2006-09-15,132.309998,132.389999,131.679993,131.960007,76703100,Friday,2006-09-18,131.789993,132.389999,131.649994,132.139999,64154100,Monday,0,-0.12883751968881038,1,0.13639890152476167
9/18/06 to 9/25/06,2006-09-22,131.669998,131.679993,131.0,131.470001,65966800,Friday,2006-09-25,131.729996,132.850006,131.050003,132.479996,92299100,Monday,1,0.1977599437304359,1,0.7682322904979696
9/25/06 to 10/2/06,2006-09-29,133.800003,133.940002,133.479996,133.580002,47966600,Friday,2006-10-02,133.539993,133.830002,132.949997,133.080002,51687400,Monday,0,-0.029951339572519053,0,-0.37430752546328006
10/2/06 to 10/9/06,2006-10-06,134.949997,135.100006,134.399994,135.009995,64983600,Friday,2006-10-09,134.850006,135.300003,134.639999,135.089996,41176800,Monday,0,-0.11850159686325144,1,0.059255612890001204
10/9/06 to 10/16/06,2006-10-13,136.160004,136.710007,136.039993,136.630005,53944000,Friday,2006-10-16,136.520004,137.050003,136.419998,136.839996,42273000,Monday,0,-0.0805101339197134,1,0.15369318035229687
10/16/06 to 10/23/06,2006-10-20,136.839996,136.949997,136.330002,136.839996,48094500,Friday,2006-10-23,136.559998,137.800003,136.389999,137.470001,66219900,Monday,0,-0.20461707701307313,1,0.4603953656940934
10/23/06 to 10/30/06,2006-10-27,138.610001,138.75,137.630005,137.910004,80238000,Friday,2006-10-30,137.660004,138.199997,137.399994,137.809998,49717800,Monday,0,-0.18127763958298487,0,-0.07251540649652884
10/30/06 to 11/6/06,2006-11-03,137.270004,137.389999,135.619995,136.539993,71346400,Friday,2006-11-06,136.960007,138.279999,136.949997,138.080002,63303300,Monday,1,0.30761243703885394,1,1.1278812647954344
11/6/06 to 11/13/06,2006-11-10,138.139999,138.339996,137.720001,138.240005,48991500,Friday,2006-11-13,138.179993,139.039993,138.070007,138.580002,59398200,Monday,0,-0.043411456763185446,1,0.24594689503954445
11/13/06 to 11/20/06,2006-11-17,139.929993,140.429993,139.729996,140.419998,56353800,Friday,2006-11-20,140.300003,140.740005,139.940002,140.5,69174200,Monday,0,-0.08545435244913531,1,0.05697336642890955
11/20/06 to 11/27/06,2006-11-24,140.240005,140.839996,140.199997,140.350006,30998000,Friday,2006-11-27,140.279999,140.350006,138.380005,138.419998,84545100,Monday,0,-0.049880297119477085,0,-1.3751392358330323
11/27/06 to 12/4/06,2006-12-01,140.529999,140.660004,138.970001,140.220001,126080000,Friday,2006-12-04,140.25,141.550003,140.229996,141.289993,87813200,Monday,1,0.021394237474013183,1,0.763080867471976
12/4/06 to 12/11/06,2006-12-08,141.130005,141.899994,140.779999,141.419998,79625500,Friday,2006-12-11,141.419998,142.089996,141.339996,141.830002,39779400,Monday,0,0.0,1,0.28991939315401133
12/11/06 to 12/18/06,2006-12-15,142.639999,142.889999,142.240005,142.339996,70857400,Friday,2006-12-18,142.539993,142.880005,141.75,141.949997,48954600,Monday,1,0.14050653760029347,0,-0.2739911556552364
12/18/06 to 12/25/06,2006-12-22,141.639999,141.649994,140.669998,140.75,62069100,Friday,2006-12-26,140.809998,141.610001,140.779999,141.580002,32696900,Tuesday,1,0.04262735346359312,1,0.589699467140325
12/25/06 to 1/1/07,2006-12-29,142.059998,142.539993,141.429993,141.619995,45461200,Friday,2007-01-03,142.25,142.860001,140.570007,141.369995,94807600,Wednesday,1,0.4448559682550556,0,-0.1765287451111688
1/1/07 to 1/8/07,2007-01-05,141.330002,141.399994,140.380005,140.539993,76645300,Friday,2007-01-08,140.820007,141.410004,140.25,141.190002,71655000,Monday,1,0.19924150700647478,1,0.4625082057603226
1/8/07 to 1/15/07,2007-01-12,142.149994,143.240005,142.110001,143.240005,55370600,Friday,2007-01-16,143.070007,143.440002,142.729996,142.960007,44871300,Tuesday,0,-0.11868053202036159,0,-0.1954747209063601
1/15/07 to 1/22/07,2007-01-19,142.539993,143.100006,142.460007,142.820007,56973000,Friday,2007-01-22,143.070007,143.100006,141.929993,142.380005,60253600,Monday,1,0.17504550325361629,0,-0.30808148609038555
1/22/07 to 1/29/07,2007-01-26,142.570007,142.649994,141.580002,142.130005,67255600,Friday,2007-01-29,142.190002,142.800003,141.740005,142.050003,66114600,Monday,1,0.042212761478465734,0,-0.056287903458532525
1/29/07 to 2/5/07,2007-02-02,144.729996,144.949997,144.380005,144.809998,49607000,Friday,2007-02-05,144.699997,144.940002,144.339996,144.850006,45705300,Monday,0,-0.07596229647072512,1,0.027627926629762305
2/5/07 to 2/12/07,2007-02-09,145.059998,145.330002,143.389999,143.940002,79084400,Friday,2007-02-12,143.940002,144.039993,143.190002,143.449997,65657000,Monday,0,0.0,0,-0.34042308822532635
2/12/07 to 2/19/07,2007-02-16,145.440002,145.759995,145.229996,145.729996,39841800,Friday,2007-02-20,145.559998,146.199997,145.0,146.039993,56911800,Tuesday,0,-0.11665271712488934,1,0.2127201046516256
2/19/07 to 2/26/07,2007-02-23,145.740005,145.789993,145.029999,145.300003,71966200,Friday,2007-02-26,145.830002,145.949997,144.75,145.169998,69192800,Monday,1,0.3647618644577755,0,-0.08947350124969457
2/26/07 to 3/5/07,2007-03-02,140.050003,140.660004,138.660004,138.669998,162574000,Friday,2007-03-05,137.929993,139.580002,137.330002,137.350006,143750400,Monday,0,-0.5336446316239194,0,-0.9518944393436748
3/5/07 to 3/12/07,2007-03-09,141.309998,141.419998,140.080002,140.779999,107765100,Friday,2007-03-12,140.419998,141.339996,140.160004,140.990005,80366900,Monday,0,-0.2557188539261256,1,0.14917317906785382
3/12/07 to 3/19/07,2007-03-16,139.309998,139.630005,138.119995,138.529999,121531600,Friday,2007-03-19,139.259995,140.330002,139.149994,140.199997,96161200,Monday,1,0.5269587852953063,1,1.2055136158630828
3/19/07 to 3/26/07,2007-03-23,143.279999,143.809998,143.149994,143.389999,74416800,Friday,2007-03-26,143.5,143.649994,142.089996,143.199997,113787500,Monday,1,0.07671455524594231,0,-0.13250714926080215
3/26/07 to 4/2/07,2007-03-30,142.240005,142.839996,140.559998,142.0,128194100,Friday,2007-04-02,142.160004,142.460007,141.479996,142.160004,79416400,Monday,1,0.1126788732394271,1,0.1126788732394271
4/2/07 to 4/9/07,2007-04-05,143.669998,144.440002,143.610001,144.240005,46822800,Thursday,2007-04-09,144.649994,144.800003,144.149994,144.440002,50967400,Monday,1,0.2842408387326359,1,0.13865570789462758
4/9/07 to 4/16/07,2007-04-13,144.899994,145.320007,144.360001,145.320007,84287000,Friday,2007-04-16,145.830002,146.860001,145.820007,146.699997,83064600,Monday,1,0.35094617081872526,1,0.9496214791676911
