PrecedingWeekToFollowingWeek,PrecedingWeekThursdayDate,PrecedingWeekThursdayOpen,PrecedingWeekThursdayHigh,PrecedingWeekThursdayLow,PrecedingWeekThursdayClose,PrecedingWeekThursdayVolume,PrecedingWeekThursdayDayOfTheWeek,PrecedingWeekFridayDate,PrecedingWeekFridayOpen,PrecedingWeekFridayHigh,PrecedingWeekFridayLow,PrecedingWeekFridayClose,PrecedingWeekFridayVolume,PrecedingWeekFridayDayOfTheWeek,PrecedingWeekFridayVolumeToPrecedingWeekThursdayVolumeRatio,FollowingWeekMondayDate,FollowingWeekMondayOpen,FollowingWeekMondayHigh,FollowingWeekMondayLow,FollowingWeekMondayClose,FollowingWeekMondayVolume,FollowingWeekMondayDayOfTheWeek,didFridayCloseHigherThanThursdayClose,FridayCloseComparedToThursdayCloseChangeInPercent,wasFridayIntradayPositive,FridayIntradayChangeInPercent,WasMondayOpenHigherThanFridayClose,MondayOpenComparedToFridayCloseChangeInPercent,MondayOpenToFridayCloseRatio,WasMondayCloseHigherThanFridayClose,MondayCloseComparedToFridayCloseChangeInPercent,fridayWasATripleWitchDay,NFPDayOrNot,NFPOutcome,CSIOutcome,CSIActualMinusExpected,CSIDayOrNot,wasItFOMCWeek,FOMCMeetingDate,FOMCAction,FOMCActualVSExpected,FOMCActionSpecial
9/22/08 to 9/29/08,9/25/08,119.400002,121.910004,118.440002,120.790001,328253000,Thursday,9/26/08,118.830002,121.5,118.510002,120.849998,285917400,Friday,0.871027531,9/29/08,119.139999,119.339996,110.970001,111.379997,459562300,Monday,1,0.049670502,1,1.699904036019461,0,-1.41497644,0.985850236,0,-7.836161487,0,0,Baseline,Baseline,-0.4,1,0,,,,
9/29/08 to 10/6/08,10/2/08,114.949997,115.110001,111.059998,111.849998,365337800,Thursday,10/3/08,112.860001,115.449997,109.68,110.339996,461798000,Friday,1.264030166,10/6/08,107.150002,107.620003,100.639999,104.720001,610637500,Monday,0,-1.350024164,0,-2.232859275,0,-2.891058651,0.971089413,0,-5.093343487,0,1,Baseline,,,0,0,,,,
10/6/08 to 10/13/08,10/9/08,99.660004,100.620003,90.25,90.699997,534485200,Thursday,10/10/08,86.760002,93.940002,83.580002,88.5,871026300,Friday,1.629654666,10/13/08,93.870003,101.349998,89.949997,101.349998,455584000,Monday,0,-2.425575604,1,2.005530152016364,1,6.0677999999999965,1.060678,1,14.519771751412428,0,0,Baseline,,,0,1,10/8/08,SuperCut,Match,SuperCut
10/13/08 to 10/20/08,10/16/08,91.290001,94.769997,86.540001,93.769997,708811200,Thursday,10/17/08,91.989998,98.589996,91.650002,93.209999,476649000,Friday,0.672462568,10/20/08,95.349998,99.099998,94.089996,98.809998,321294200,Monday,0,-0.597203816,1,1.3262322279863472,1,2.295889950604981,1.0229589,1,6.007938053942042,0,0,Baseline,Shock,-7.5,1,0,,,,
10/20/08 to 10/27/08,10/23/08,90.290001,92.449997,85.809998,91.690002,634666400,Thursday,10/24/08,84.059998,89.919998,84,87.040001,545812600,Friday,0.859999206,10/27/08,85.970001,89.510002,83.699997,83.949997,397288600,Monday,0,-5.071437342,1,3.545090495957436,0,-1.229319839,0.987706802,0,-3.550096467,0,0,Baseline,,,0,0,,,,
10/27/08 to 11/3/08,10/30/08,95.779999,96.540001,92.900002,96.300003,414582100,Thursday,10/31/08,95.080002,98.57,94.480003,96.830002,411394000,Friday,0.992310088,11/3/08,96.779999,97.690002,95.949997,97.110001,205419400,Monday,1,0.5503623919928533,1,1.840555283118316,0,-0.051639987,0.9994836,1,0.2891655418947566,0,0,Baseline,Baseline,-0.2,1,1,10/29/08,SuperCut,Match,SuperCut
11/3/08 to 11/10/08,11/6/08,94.459999,95.440002,90.059998,90.860001,477721900,Thursday,11/7/08,91.650002,94,90.5,93.860001,380391000,Friday,0.796260335,11/10/08,95.209999,95.529999,90.919998,92.629997,301773000,Monday,1,3.3017829264606764,1,2.411346374002257,1,1.4383102339834828,1.014383102,0,-1.310466638,0,1,Baseline,,,0,0,,,,
11/10/08 to 11/17/08,11/13/08,86.129997,91.730003,82.089996,91.169998,753141900,Thursday,11/14/08,89.410004,92.059998,86.519997,86.620003,540352300,Friday,0.717464133,11/17/08,86.379997,88.559998,85.160004,85.470001,415254900,Monday,0,-4.990671383,0,-3.120457304,0,-0.277079187,0.997229208,0,-1.327640222,0,0,Baseline,Baseline,1.8999999999999984,1,0,,,,
11/17/08 to 11/24/08,11/20/08,80.129997,82.510002,75.050003,75.449997,814180400,Thursday,11/21/08,77.459999,80.900002,74.339996,79.519997,718536500,Friday,0.882527386,11/24/08,81.919998,86.989998,80.360001,85.029999,523305300,Monday,1,5.394301075982823,1,2.6594345811959115,1,3.018110023319044,1.0301811,1,6.929077223179473,0,0,Baseline,,,0,0,,,,
12/1/08 to 12/8/08,12/4/08,86.059998,88.050003,83.739998,85.300003,444173800,Thursday,12/5/08,83.650002,88.419998,82.239998,87.93,471905300,Friday,1.062433894,12/8/08,90.339996,92.379997,88.080002,91,412859300,Monday,1,3.083232013485396,1,5.116554569837316,1,2.740812009553045,1.02740812,1,3.491413624474005,0,1,Baseline,,,0,0,,,,
12/8/08 to 12/15/08,12/11/08,89.540001,91,87.370003,87.940002,365061000,Thursday,12/12/08,85.550003,89.07,85.199997,88.989998,415060400,Friday,1.136961768,12/15/08,89.019997,89.150002,86.290001,87.75,256694200,Monday,1,1.1939913305892271,1,4.021034341752152,1,0.03371053,1.000337105,0,-1.393412774,0,0,Baseline,Baseline,4.100000000000001,1,0,,,,
12/15/08 to 12/22/08,12/18/08,91.400002,91.669998,88.209999,89.290001,374673300,Thursday,12/19/08,89.099998,90.620003,88.089996,88.190002,301451300,Friday,0.804571076,12/22/08,88.580002,88.669998,85.489998,87.059998,243759500,Monday,0,-1.231939733,0,-1.021319888,1,0.4422269998360884,1.00442227,0,-1.28132892,1,0,Baseline,,,0,0,,,,
1/5/09 to 1/12/09,1/8/09,90.160004,91.089996,89.669998,91.040001,263834400,Thursday,1/9/09,91.160004,91.32,85.360001,89.089996,330953600,Friday,1.254398971,1/12/09,88.839996,88.910004,86.410004,86.949997,277858500,Monday,0,-2.14192111,0,-2.270741454,0,-0.280615121,0.997193849,0,-2.402064313,0,1,Baseline,,,0,0,,,,
1/19/09 to 1/26/09,1/22/09,82.419998,84.040001,81.169998,82.75,427940300,Thursday,1/23/09,80.900002,83.989998,80.57,83.110001,386800600,Friday,0.903865796,1/26/09,83.589996,85.360001,82.809998,83.68,317978800,Monday,1,0.4350465256797545,1,2.7317663107103463,1,0.5775418051071884,1.005775418,1,0.6858368344863934,0,0,Baseline,,,0,0,,,,
1/26/09 to 2/2/09,1/29/09,86.110001,87.489998,84.470001,84.550003,294392500,Thursday,1/30/09,84.980003,85.400002,82.209999,82.830002,383383600,Friday,1.302287253,2/2/09,81.57,83.18,81.309998,82.580002,288233300,Monday,0,-2.034300342,0,-2.530008148,0,-1.521190353,0.984788096,0,-0.301823004,0,0,Baseline,,,0,1,1/28/09,Pause,Match,
2/2/09 to 2/9/09,2/5/09,82.699997,85.290001,77.730003,84.57,417679400,Thursday,2/6/09,84.860001,87.339996,84.68,86.980003,366101700,Friday,0.876513661,2/9/09,86.959999,87.739998,86.32,87.099998,240075200,Monday,1,2.8497138465176817,1,2.4982347101315727,0,-0.02299839,0.999770016,1,0.1379569968513371,0,1,Baseline,,,0,0,,,,
2/16/09 to 2/23/09,2/19/09,79.839996,80.150002,78.019997,78.18,316867500,Thursday,2/20/09,76.730003,78.339996,75.769997,77.419998,477176600,Friday,1.505918404,2/23/09,78.269997,78.269997,74.589996,74.650002,379641400,Monday,0,-0.972118189,1,0.8992505838948167,1,1.0979062541437896,1.010979063,0,-3.577881777,0,0,Baseline,,,0,0,,,,
2/23/09 to 3/2/09,2/26/09,77.82,79.669998,75.529999,75.620003,363353900,Thursday,2/27/09,74.010002,75.690002,73.809998,73.93,470510900,Friday,1.294910829,3/2/09,72.519997,73.919998,70.370003,70.599998,426452600,Monday,0,-2.234862382,0,-0.1080962,0,-1.90721358,0.980927864,0,-4.504263492,0,0,Baseline,Baseline,0.2999999999999971,1,0,,,,
3/2/09 to 3/9/09,3/5/09,70.099998,71.730003,68.169998,68.800003,485549400,Thursday,3/6/09,69.400002,70.449997,67.099998,68.919998,490470000,Friday,1.010134087,3/9/09,67.949997,70,67.730003,68.110001,379905300,Monday,1,0.1744113296041614,0,-0.691648395,0,-1.407430395,0.985925696,0,-1.175271363,0,1,Baseline,,,0,0,,,,
3/9/09 to 3/16/09,3/12/09,72.620003,75.75,71.970001,75.5,409702700,Thursday,3/13/09,76.010002,76.980003,74.730003,76.089996,337474700,Friday,0.823706312,3/16/09,76.959999,77.970001,75.809998,75.860001,360644900,Monday,1,0.7814516556291382,1,0.1052414128340625,1,1.1433868389216328,1.011433868,0,-0.302267068,0,0,Baseline,Upbeat,6.700000000000003,1,0,,,,
3/16/09 to 3/23/09,3/19/09,80.93,81,78.690002,78.940002,428520400,Thursday,3/20/09,78.760002,78.910004,76.529999,76.709999,371078200,Friday,0.865952239,3/23/09,78.739998,82.290001,78.309998,82.220001,419933300,Monday,0,-2.824934056,0,-2.602847826,1,2.646329065914867,1.026463291,1,7.182899324506575,1,0,Baseline,,,0,1,3/18/09,Pause,Match,
3/23/09 to 3/30/09,3/26/09,82.25,83.300003,81.32,83.110001,422025200,Thursday,3/27/09,82.050003,82.529999,81.309998,81.610001,322332300,Friday,0.763775007,3/30/09,79.800003,79.870003,77.959999,78.790001,324108500,Monday,0,-1.804836941,0,-0.536260797,0,-2.21786298,0.97782137,0,-3.455458848,0,0,Baseline,Baseline,0.5999999999999943,1,0,,,,
3/30/09 to 4/6/09,4/2/09,83.080002,84.610001,81.129997,83.43,476230700,Thursday,4/3/09,83.489998,84.279999,82.669998,84.260002,284646300,Friday,0.597706742,4/6/09,83.339996,84.279999,82.290001,83.599998,264866600,Monday,1,0.9948483758839664,1,0.9222709527433456,0,-1.091865628,0.989081344,0,-0.783294546,0,1,Baseline,,,0,0,,,,
4/13/09 to 4/20/09,4/16/09,85.93,87.150002,84.769997,86.5,335202900,Thursday,4/17/09,86.830002,87.650002,86.139999,87.080002,262649000,Friday,0.78355229,4/20/09,85.540001,87.050003,83.339996,83.43,293690100,Monday,1,0.6705225433525933,1,0.2879189153997716,0,-1.768489854,0.982315101,0,-4.191550202,0,0,Baseline,Baseline,3.6000000000000014,1,0,,,,
