PrecedingWeekToFollowingWeek,PrecedingWeekThursdayDate,PrecedingWeekThursdayOpen,PrecedingWeekThursdayHigh,PrecedingWeekThursdayLow,PrecedingWeekThursdayClose,PrecedingWeekThursdayVolume,PrecedingWeekThursdayDayOfTheWeek,UnemploymentRateOutcome,wasItPresidentialElectionWeek,PrecedingWeekFridayDate,PrecedingWeekFridayOpen,PrecedingWeekFridayHigh,PrecedingWeekFridayLow,PrecedingWeekFridayClose,PrecedingWeekFridayVolume,PrecedingWeekFridayDayOfTheWeek,PrecedingWeekFridayVolumeToPrecedingWeekThursdayVolumeRatio,FollowingWeekMondayDate,FollowingWeekMondayOpen,FollowingWeekMondayHigh,FollowingWeekMondayLow,FollowingWeekMondayClose,FollowingWeekMondayVolume,FollowingWeekMondayDayOfTheWeek,didFridayCloseHigherThanThursdayClose,FridayCloseComparedToThursdayCloseChangeInPercent,wasFridayIntradayPositive,FridayIntradayChangeInPercent,WasMondayOpenHigherThanFridayClose,MondayOpenComparedToFridayCloseChangeInPercent,MondayOpenToFridayCloseRatio,WasMondayCloseHigherThanFridayClose,MondayCloseComparedToFridayCloseChangeInPercent,fridayWasATripleWitchDay,NFPDayOrNot,NFPOutcome,CSIOutcome,CSIActualMinusExpected,CSIDayOrNot,wasItFOMCWeek,FOMCMeetingDate,FOMCAction,FOMCActualVSExpected,FOMCActionSpecial,FOMCPivotAction,PrecedingWeekFridayMonth,UnemploymentActualMinusPreviousInPercent,isItLastFridayOfTheMonth
2007-08-06 to 2007-08-13,8/9/07,134.630005,135.820007,132.770004,132.789993,38884900,Thursday,,0,8/10/07,131.899994,133.119995,130.639999,131.940002,37277200,Friday,0.958654902,8/13/07,133.240005,133.440002,132.149994,132.179993,17085800,Monday,0,-0.640101698,1,0.030332071129586455,1,0.9852986056495616,1.009852986,1,0.18189403998948203,0,0,Baseline,,,0,0,,,,,,Aug,0,0
2007-08-13 to 2007-08-20,8/16/07,127.839996,129.259995,125.309998,129.149994,52563400,Thursday,,0,8/17/07,131.240005,131.860001,128.949997,130.550003,33292800,Friday,0.633383685,8/20/07,130.949997,131.699997,129.699997,130.960007,16906000,Monday,1,1.084017859110401,0,-0.525755847,1,0.30639141387073915,1.003063914,1,0.3140589740162522,0,0,Baseline,,,0,0,,,,,,Aug,0,0
2007-08-20 to 2007-08-27,8/23/07,132.720001,133.080002,131.619995,132.169998,14056300,Thursday,,0,8/24/07,132.190002,133.75,132.029999,133.639999,9666100,Friday,0.687670297,8/27/07,133.350006,133.789993,132.979996,133.119995,8506400,Monday,1,1.1122047531543402,1,1.096903682624951,0,-0.216995662,0.997830043,0,-0.389108054,0,0,Baseline,,,0,0,,,,,,Aug,0,0
2007-09-03 to 2007-09-10,9/6/07,133.479996,133.979996,132.759995,133.529999,10084000,Thursday,,0,9/7/07,132.369995,132.419998,130.830002,131.520004,18245400,Friday,1.809341531,9/10/07,131.839996,132.070007,130.240005,131.429993,14392100,Monday,0,-1.505275979,0,-0.642132683,1,0.24330291230831574,1.002433029,0,-0.068439019,0,0,Baseline,,,0,0,,,,,,Sep,0,0
2007-09-10 to 2007-09-17,9/13/07,133.880005,134.779999,133.669998,134.300003,8318400,Thursday,,0,9/14/07,133.539993,134.690002,133.350006,134.460007,10337200,Friday,1.242690902,9/17/07,134.119995,134.589996,133.690002,134.059998,8774100,Monday,1,0.11913923784498089,1,0.6889426750231898,0,-0.252872216,0.997471278,0,-0.297492919,0,0,Baseline,,,0,0,,,,,,Sep,0,0
2007-09-17 to 2007-09-24,9/20/07,138.289993,138.309998,137.529999,137.699997,9651600,Thursday,,0,9/21/07,138.369995,139.020004,137.899994,137.899994,8249600,Friday,0.854739111,9/24/07,138.360001,138.649994,137.369995,137.550003,9445500,Monday,1,0.1452411070132385,0,-0.339669738,1,0.3335801450433847,1.003335801,0,-0.253800591,1,0,Baseline,,,0,0,,,,,,Sep,0,0
2007-09-24 to 2007-10-01,9/27/07,139.059998,139.130005,138.550003,139.130005,8948300,Thursday,,0,9/28/07,138.960007,139.100006,138.360001,138.910004,10128400,Friday,1.131879798,10/1/07,138.960007,141,138.960007,140.600006,10164200,Monday,0,-0.158126207,0,-0.035983735,1,0.035996687466803186,1.000359967,1,1.2166164792566139,0,0,Baseline,,,0,0,,,,,,Sep,0,1
2007-10-01 to 2007-10-08,10/4/07,139.899994,140.039993,139.429993,139.509995,7234600,Thursday,,0,10/5/07,140.429993,141.210007,140.139999,140.679993,9357800,Friday,1.293478561,10/8/07,140.559998,140.580002,140.009995,140.259995,5129400,Monday,1,0.8386481556393093,1,0.1780246474839602,0,-0.085296422,0.999147036,0,-0.298548494,0,0,Baseline,,,0,0,,,,,,Oct,0,0
2007-10-08 to 2007-10-15,10/11/07,141.360001,141.949997,139.460007,140.210007,21857700,Thursday,,0,10/12/07,140.369995,141.119995,140.089996,141.119995,7714600,Friday,0.352946559,10/15/07,141.080002,141.110001,139.009995,140.020004,12383600,Monday,1,0.6490178693165591,1,0.53430222,0,-0.028339712,0.999716603,0,-0.779472108,0,0,Baseline,,,0,0,,,,,,Oct,0,0
2007-10-15 to 2007-10-22,10/18/07,138.529999,139.160004,138.220001,138.800003,11615700,Thursday,,0,10/19/07,137.910004,138.75,134.929993,134.929993,33071200,Friday,2.847112098,10/22/07,134.059998,135.759995,133.919998,135.449997,16391200,Monday,0,-2.788191582,0,-2.16083744,0,-0.644775102,0.993552249,1,0.38538799894549775,0,0,Baseline,,,0,0,,,,,,Oct,0,0
2007-10-22 to 2007-10-29,10/25/07,136.710007,137.289993,135.350006,136.899994,16618800,Thursday,,0,10/26/07,137.610001,138.059998,136.839996,137.949997,9929800,Friday,0.597504032,10/29/07,138.279999,138.869995,138.160004,138.649994,8663400,Monday,1,0.7669854244113435,1,0.24707215865799248,1,0.23921856265064467,1.002392186,1,0.5074280646776644,0,0,Baseline,,,0,0,,,,,,Oct,0,1
2007-10-29 to 2007-11-05,11/1/07,137.860001,137.899994,135.380005,135.850006,25301400,Thursday,,0,11/2/07,136.190002,136.229996,134.380005,136.050003,20988000,Friday,0.829519315,11/5/07,134.839996,136.110001,134.399994,135.210007,13954800,Monday,1,0.14721898503265152,0,-0.102796826,0,-0.88938403,0.99110616,0,-0.617417112,0,0,Baseline,,,0,1,10/31/07,Cut,Match,,DovishPivot,Nov,0,0
2007-11-05 to 2007-11-12,11/8/07,133.520004,133.600006,130.830002,132.449997,38375700,Thursday,,0,11/9/07,131.289993,132.080002,130.179993,130.309998,20911400,Friday,0.544912536,11/12/07,130.350006,131.649994,129.740005,129.770004,20703800,Monday,0,-1.615703321,0,-0.746435412,1,0.030702172,1.000307022,0,-0.414391841,0,0,Baseline,,,0,0,,,,,,Nov,0,0
2007-11-12 to 2007-11-19,11/15/07,132.160004,132.889999,130.820007,131.470001,18693600,Thursday,,0,11/16/07,131.75,132.020004,130.399994,131.440002,22485600,Friday,1.202850173,11/19/07,131.020004,131.660004,129.270004,129.600006,21362600,Monday,0,-0.022818133,0,-0.2352926,0,-0.319535905,0.996804641,0,-1.399875207,0,0,Baseline,,,0,0,,,,,,Nov,0,0
2007-11-26 to 2007-12-03,11/29/07,132.490005,133.479996,132.179993,133.169998,15940400,Thursday,,0,11/30/07,134.520004,134.699997,132.850006,134.160004,18892200,Friday,1.185177285,12/3/07,133.690002,134.089996,132.979996,133.309998,12645700,Monday,1,0.7434151947648103,0,-0.26761819,0,-0.350329447,0.996496706,0,-0.633576308,0,0,Baseline,,,0,0,,,,,,Nov,0,1
2007-12-03 to 2007-12-10,12/6/07,134.389999,136.399994,134.309998,136.080002,12317200,Thursday,,0,12/7/07,136.449997,136.770004,136.089996,136.389999,8477600,Friday,0.688273309,12/10/07,136.779999,137.630005,136.509995,137.399994,7327600,Monday,1,0.22780496431796157,0,-0.043970686,1,0.2859447194511782,1.002859447,1,0.7405198382617508,0,0,Baseline,,,0,0,,,,,,Dec,0,0
2007-12-10 to 2007-12-17,12/13/07,134.279999,135.360001,133.630005,135,14104200,Thursday,,0,12/14/07,134.350006,135.130005,133.419998,133.449997,12506900,Friday,0.886750046,12/17/07,132.990005,133.149994,131.690002,131.929993,10828800,Monday,0,-1.14815037,0,-0.669898742,0,-0.344692402,0.996553076,0,-1.139006395,0,0,Baseline,,,0,0,,,,,,Dec,0,0
2007-12-17 to 2007-12-24,12/20/07,132.809998,132.839996,131.660004,132.710007,12707000,Thursday,,0,12/21/07,133.399994,134.649994,133.300003,134.339996,11031800,Friday,0.868167152,12/24/07,134.789993,135.479996,134.740005,135.309998,3655600,Monday,1,1.2282336779622227,1,0.7046492071056774,1,0.3349687460166339,1.003349687,1,0.7220500438305757,1,0,Baseline,,,0,0,,,,,,Dec,0,0
2007-12-24 to 2007-12-31,12/27/07,134.929993,134.990005,133.350006,133.679993,8127800,Thursday,,0,12/28/07,134.220001,134.399994,132.820007,133.410004,7819200,Friday,0.962031546,12/31/07,133.130005,133.240005,132.160004,132.550003,6463400,Monday,0,-0.201966647,0,-0.603484573,0,-0.209878564,0.997901214,0,-0.644630068,0,0,Baseline,,,0,0,,,,,,Dec,0,1
2007-12-31 to 2008-01-07,1/3/08,130.710007,131.270004,130.130005,130.740005,8206300,Thursday,,0,1/4/08,129.570007,129.729996,127.82,128.169998,15022600,Friday,1.83061794,1/7/08,128.539993,128.740005,127.220001,128.059998,19666500,Monday,0,-1.965738796,0,-1.080503916,1,0.28867520150855985,1.002886752,0,-0.085823517,0,0,Baseline,,,0,0,,,,,,Jan,0,0
2008-01-07 to 2008-01-14,1/10/08,126.519997,129.320007,126.290001,127.82,25310700,Thursday,,0,1/11/08,127.519997,127.580002,125.410004,126.190002,22464400,Friday,0.887545583,1/14/08,127.279999,127.919998,126.690002,127.510002,7932600,Monday,0,-1.275229229,0,-1.042969755,1,0.8637744533833962,1.008637745,1,1.0460416665973213,0,0,Baseline,,,0,0,,,,,,Jan,0,0
2008-01-21 to 2008-01-28,1/24/08,122.900002,123.919998,122.260002,123.43,20563200,Thursday,,0,1/25/08,124.639999,124.709999,121.720001,122.190002,19580700,Friday,0.952220472,1/28/08,122.019997,123.800003,121,123.529999,19403800,Monday,0,-1.004616382,0,-1.965658713,0,-0.139131678,0.998608683,1,1.0966502807651946,0,0,Baseline,,,0,0,,,,,,Jan,0,1
2008-01-28 to 2008-02-04,1/31/08,122.669998,126.900002,122.410004,126,22253400,Thursday,BASELINE,0,2/1/08,126.489998,127.610001,125.959999,127.43,18098700,Friday,0.813300439,2/4/08,127.209999,127.260002,125.980003,126.029999,11722300,Monday,1,1.1349206349206404,1,0.7431433432388914,0,-0.172644589,0.998273554,0,-1.098643177,0,0,Shock,,,0,1,1/30/08,SuperCut,Dovish,SuperCut,,Feb,0,0
2008-02-04 to 2008-02-11,2/7/08,121.599998,123.389999,121.25,122.730003,21041800,Thursday,,0,2/8/08,122.18,122.879997,121.080002,121.75,15522000,Friday,0.737674534,2/11/08,121.690002,122.589996,120.760002,122.32,11659200,Monday,0,-0.798503199,0,-0.351939761,0,-0.049279671,0.999507203,1,0.46817248459958377,0,0,Baseline,,,0,0,,,,,,Feb,0,0
2008-02-18 to 2008-02-25,2/21/08,124.68,124.980003,122.470001,123.199997,13487600,Thursday,,0,2/22/08,123.209999,124.050003,121.559998,123.800003,13727300,Friday,1.017771879,2/25/08,123.720001,125.849998,123.410004,125.57,14534100,Monday,1,0.4870178690020647,1,0.47886048599027053,0,-0.064621969,0.99935378,1,1.4297229055802119,0,0,Baseline,,,0,0,,,,,,Feb,0,0
2008-02-25 to 2008-03-03,2/28/08,126.099998,126.470001,125.379997,125.839996,8998300,Thursday,,0,2/29/08,124.699997,124.699997,122.279999,123.010002,17088200,Friday,1.899047598,3/3/08,122.470001,122.849998,121.650002,122.5,11889700,Monday,0,-2.24888278,0,-1.355248629,0,-0.438989506,0.995610105,0,-0.414602058,0,0,Baseline,Baseline,0.7999999999999972,1,0,,,,,,Feb,0,1
2008-03-03 to 2008-03-10,3/6/08,122.199997,122.389999,120.309998,120.800003,13426700,Thursday,,0,3/7/08,119.470001,121.040001,118.300003,118.93,20097400,Friday,1.496823493,3/10/08,119.290001,119.309998,117.459999,117.980003,17788000,Monday,0,-1.54801569,0,-0.45199715,1,0.3026999075086159,1.003026999,0,-0.798786681,0,1,Shock,,,0,0,,,,,,Mar,0,0
2008-03-10 to 2008-03-17,3/13/08,119.82,122.370003,118.970001,121.510002,24138600,Thursday,,0,3/14/08,122.370003,122.370003,118.510002,120.019997,29251700,Friday,1.211822558,3/17/08,117.68,120.959999,117.650002,120.089996,27004300,Monday,0,-1.226240618,0,-1.920410184,0,-1.949672603,0.980503274,1,0.058322781,0,0,Baseline,Baseline,1.5,1,0,,,,,,Mar,0,0
2008-03-24 to 2008-03-31,3/27/08,124.559998,124.699997,122.830002,123.150002,17362000,Thursday,,0,3/28/08,123.43,123.709999,121.870003,122.230003,11109600,Friday,0.639880198,3/31/08,121.900002,123.169998,121.68,122.400002,11656500,Monday,0,-0.747055611,0,-0.972208539,0,-0.269983631,0.997300164,1,0.13908123687111767,0,0,Baseline,Baseline,-0.5,1,0,,,,,,Mar,0,1
2008-03-31 to 2008-04-07,4/3/08,125.529999,126.639999,125.220001,126.330002,11471000,Thursday,,0,4/4/08,126.290001,126.809998,125.199997,126.099998,12506400,Friday,1.090262401,4/7/08,126.760002,127.220001,125.75,126.050003,12892400,Monday,0,-0.182066015,0,-0.150449757,1,0.5233973120285067,1.005233973,0,-0.039647106,0,1,Baseline,,,0,0,,,,,,Apr,0,0
2008-04-07 to 2008-04-14,4/10/08,125.510002,126.470001,124.989998,125.949997,14355000,Thursday,,0,4/11/08,124.550003,124.699997,123.010002,123.339996,16743600,Friday,1.166394984,4/14/08,123.32,123.68,122.790001,123.169998,11704000,Monday,0,-2.072251737,0,-0.971502987,0,-0.016212097,0.999837879,0,-0.13782877,0,0,Baseline,Shock,-5.8,1,0,,,,,,Apr,0,0
2008-04-14 to 2008-04-21,4/17/08,125.800003,126.699997,125.660004,126.699997,13292100,Thursday,,0,4/18/08,127.959999,128.830002,127.760002,127.860001,16943700,Friday,1.27471957,4/21/08,127.739998,128.339996,127.410004,128.029999,10797300,Monday,1,0.9155517186002781,0,-0.078147859,0,-0.093854997,0.99906145,1,0.1329563574772745,0,0,Baseline,,,0,0,,,,,,Apr,0,0
2008-04-21 to 2008-04-28,4/24/08,127.769997,129.309998,126.940002,128.100006,14614800,Thursday,,0,4/25/08,128.910004,128.940002,127.32,128.800003,12363400,Friday,0.84595068,4/28/08,128.880005,129.279999,127.690002,128.789993,7899600,Monday,1,0.54644572,0,-0.085331624,1,0.062113353,1.000621134,0,-0.007771739,0,0,Baseline,Baseline,-0.7,1,0,,,,,,Apr,0,1
2008-04-28 to 2008-05-05,5/1/08,128,130.179993,127.919998,129.960007,18314000,Thursday,,0,5/2/08,131.289993,131.289993,129.729996,130.729996,12615000,Friday,0.688817298,5/5/08,130.380005,130.5,129.330002,129.630005,8222000,Monday,1,0.5924815008666549,0,-0.426534412,0,-0.267720501,0.997322795,0,-0.841422041,0,1,Baseline,,,0,1,4/30/08,Cut,Match,,,May,0,0
2008-05-05 to 2008-05-12,5/8/08,128.619995,129.100006,127.970001,128.240005,11522500,Thursday,,0,5/9/08,127.660004,128.029999,127.199997,127.5,9167500,Friday,0.795617271,5/12/08,127.82,129.100006,127.529999,128.759995,9112600,Monday,0,-0.577046921,0,-0.125336045,1,0.25098039215685736,1.002509804,1,0.9882313725490224,0,0,Baseline,,,0,0,,,,,,May,0,0
2008-05-12 to 2008-05-19,5/15/08,129,130.199997,128.75,130.050003,9122400,Thursday,,0,5/16/08,130.020004,130.020004,128.800003,129.600006,9774400,Friday,1.07147242,5/19/08,129.710007,131.259995,129.509995,130.229996,10824800,Monday,0,-0.346018446,0,-0.323025678,1,0.084877311,1.000848773,1,0.48610337255693664,0,0,Baseline,Baseline,-2.5,1,0,,,,,,May,0,0
2008-05-26 to 2008-06-02,5/29/08,125.68,127.230003,125.489998,126.230003,12096800,Thursday,,0,5/30/08,126.699997,126.849998,125.900002,126.129997,8060400,Friday,0.666324979,6/2/08,125.980003,126,124.239998,125.160004,13444200,Monday,0,-0.079225222,0,-0.449881621,0,-0.118920165,0.998810798,0,-0.769042276,0,0,Baseline,,,0,0,,,,,,May,0,1
2008-06-02 to 2008-06-09,6/5/08,124.349998,126.25,124.120003,126.110001,13042000,Thursday,,0,6/6/08,125.18,125.220001,121.959999,122.120003,24015200,Friday,1.841374022,6/9/08,122.389999,123.440002,122.080002,122.959999,16553700,Monday,0,-3.163902917,0,-2.444477552,1,0.22109072499777627,1.002210907,1,0.6878447259782653,0,1,Baseline,,,0,0,,,,,,Jun,0,0
2008-06-09 to 2008-06-16,6/12/08,121.559998,122.849998,120.93,121.629997,17194500,Thursday,,0,6/13/08,121.989998,123.32,121.769997,123.099998,15354800,Friday,0.893006485,6/16/08,122.529999,123.370003,122.25,122.660004,11578600,Monday,1,1.2085842606737844,1,0.9099106633315949,0,-0.463037376,0.995369626,0,-0.357428113,0,0,Baseline,Baseline,-2.8,1,0,,,,,,Jun,0,0
2008-06-16 to 2008-06-23,6/19/08,120.550003,121.32,119.940002,120.629997,20644400,Thursday,,0,6/20/08,119.610001,119.709999,118.089996,118.239998,21836600,Friday,1.057749317,6/23/08,118.620003,118.760002,118.040001,118.330002,13844000,Monday,0,-1.981264246,0,-1.14539168,1,0.321384478,1.003213845,1,0.076119758,1,0,Baseline,,,0,0,,,,,,Jun,0,0
2008-06-23 to 2008-06-30,6/26/08,117.010002,117.059998,114.440002,114.669998,28987900,Thursday,,0,6/27/08,114.57,114.739998,112.860001,113.459999,25276000,Friday,0.871950021,6/30/08,113.480003,114.269997,112.75,113.419998,21139100,Monday,0,-1.05520103,0,-0.968840883,1,0.017630883,1.000176309,0,-0.035255597,0,0,Baseline,Baseline,-0.4,1,1,6/25/08,Pause,Match,,,Jun,0,1
2008-07-07 to 2008-07-14,7/10/08,111.610001,112.709999,110.870003,112.220001,32957200,Thursday,,0,7/11/08,111.139999,112.440002,109.779999,111,35470100,Friday,1.076247375,7/14/08,112.169998,112.389999,110.050003,110.5,26009300,Monday,0,-1.087151122,0,-0.12596635,1,1.0540522522522582,1.010540523,0,-0.45045045,0,0,Baseline,Baseline,0.8000000000000043,1,0,,,,,,Jul,0,0
2008-07-14 to 2008-07-21,7/17/08,113.160004,114.610001,112.169998,114.139999,36225700,Thursday,,0,7/18/08,114.599998,115.099998,113.699997,114.949997,21164900,Friday,0.58425096,7/21/08,115.410004,115.510002,114.139999,114.650002,16267700,Monday,1,0.7096530638658872,1,0.3054092548937015,1,0.40018008873893623,1.004001801,0,-0.260978693,0,0,Baseline,,,0,0,,,,,,Jul,0,0
2008-07-21 to 2008-07-28,7/24/08,116.25,116.290001,113.370003,113.599998,22459100,Thursday,,0,7/25/08,113.889999,114.360001,113.150002,113.169998,19459200,Friday,0.866428307,7/28/08,113.269997,113.519997,111.169998,111.339996,16089700,Monday,0,-0.378521133,0,-0.632189838,1,0.088361758,1.000883618,0,-1.617038113,0,0,Baseline,Baseline,4.900000000000006,1,0,,,,,,Jul,0,1
2008-07-28 to 2008-08-04,7/31/08,114.720001,115.559998,113.580002,113.699997,24805900,Thursday,LOOSE,0,8/1/08,114.120003,114.260002,112.589996,113.120003,20547400,Friday,0.828327132,8/4/08,113.139999,113.75,112.129997,112.769997,16207200,Monday,0,-0.510109072,0,-0.876270569,1,0.017676802925832773,1.000176768,0,-0.309411236,0,1,Baseline,,,0,0,,,,,,Aug,0.2,0
2008-08-04 to 2008-08-11,8/7/08,115.489998,115.919998,114.230003,114.589996,17902100,Thursday,,0,8/8/08,114.220001,117.639999,114,116.949997,31279900,Friday,1.747275459,8/11/08,117.029999,118.730003,116.800003,117.800003,22528900,Monday,1,2.059517481787849,1,2.390120798545607,1,0.068407013,1.00068407,1,0.7268114765321522,0,0,Baseline,,,0,0,,,,,,Aug,0,0
2008-08-11 to 2008-08-18,8/14/08,114.849998,117.339996,114.690002,116.410004,24661900,Thursday,,0,8/15/08,116.459999,117.07,115.949997,116.529999,16610900,Friday,0.673545023,8/18/08,116.860001,116.889999,114.290001,114.860001,23622600,Monday,1,0.10307962879204348,1,0.060106474842067784,1,0.28319059712683364,1.002831906,0,-1.43310565,0,0,Baseline,Baseline,-0.3,1,0,,,,,,Aug,0,0
2008-08-18 to 2008-08-25,8/21/08,113.230003,114.779999,113.07,114.050003,16820600,Thursday,,0,8/22/08,114.949997,116.370003,114.839996,116.32,18078800,Friday,1.074801137,8/25/08,115.669998,115.709999,113.660004,113.849998,19186300,Monday,1,1.990352424629037,1,1.1918251724704239,0,-0.558805021,0.99441195,0,-2.123454264,0,0,Baseline,,,0,0,,,,,,Aug,0,0
2008-09-01 to 2008-09-08,9/4/08,114.599998,114.739998,111.989998,112.199997,35201900,Thursday,LOOSE,0,9/5/08,111.580002,112.629997,110.57,112.349998,31555500,Friday,0.896414682,9/8/08,115.529999,115.93,112.400002,115.160004,37982500,Monday,1,0.13369073441241106,1,0.6900842321189474,1,2.830441527911735,1.028304415,1,2.501117979548163,0,1,Baseline,,,0,0,,,,,,Sep,0.4,0
2008-09-08 to 2008-09-15,9/11/08,111.779999,114.860001,111.220001,114.860001,39238000,Thursday,,0,9/12/08,113.639999,114.839996,113.010002,114.790001,28275000,Friday,0.720602477,9/15/08,111.150002,114.440002,109.639999,109.800003,44773800,Monday,0,-0.060943757,1,1.011969385884983,0,-3.171007029,0.96828993,0,-4.34706678,0,0,Baseline,Upbeat,9.099999999999994,1,0,,,,,,Sep,0,0
2008-09-15 to 2008-09-22,9/18/08,107.419998,111,104.860001,109.970001,65447400,Thursday,,0,9/19/08,116.139999,116.139999,112.660004,113.57,20860900,Friday,0.318742991,9/22/08,113.82,113.980003,109.860001,110.5,21955600,Monday,1,3.273619139,0,-2.212845723,1,0.2201285550761645,1.002201286,0,-2.703178656,1,0,Baseline,,,0,0,,,,,,Sep,0,0
2008-09-22 to 2008-09-29,9/25/08,109.010002,111.209999,108.779999,110.269997,27647400,Thursday,,0,9/26/08,108.650002,111.599998,108.470001,111.150002,22037400,Friday,0.79708761,9/29/08,109.830002,109.989998,104.010002,104.75,36211100,Monday,1,0.7980457277059662,1,2.300966363534904,0,-1.187584324,0.988124157,0,-5.757986401,0,0,Baseline,Baseline,-0.4,1,0,,,,,,Sep,0,1
2008-09-29 to 2008-10-06,10/2/08,107.5,107.650002,104.379997,105.269997,19546500,Thursday,BASELINE,0,10/3/08,105.75,107.940002,103.089996,103.199997,30183100,Friday,1.544169033,10/6/08,100.860001,101.440002,95.209999,99.900002,49877900,Monday,0,-1.966372242,0,-2.411350355,0,-2.26743805,0.977325619,0,-3.197669667,0,1,Baseline,,,0,0,,,,,,Oct,0,0
2008-10-06 to 2008-10-13,10/9/08,93.919998,94.510002,85.400002,85.550003,44474300,Thursday,,0,10/10/08,82.389999,89.080002,78.940002,83.75,73755500,Friday,1.65838473,10/13/08,88.040001,95.029999,87.459999,95.029999,44081200,Monday,0,-2.104036162,1,1.6506869966098638,1,5.122389253731348,1.051223893,1,13.468655522388065,0,0,Baseline,,,0,1,10/8/08,SuperCut,Match,SuperCut,DovishPivot,Oct,0,0
2008-10-13 to 2008-10-20,10/16/08,86.309998,90.160004,82.080002,89.870003,60371000,Thursday,,0,10/17/08,87.599998,92.760002,87.160004,87.540001,44024200,Friday,0.729227609,10/20/08,89.480003,93.279999,88.739998,93.279999,34524100,Monday,0,-2.592635943,0,-0.068489728,1,2.216132029,1.02216132,1,6.557000153564083,0,0,Baseline,Shock,-7.5,1,0,,,,,,Oct,0,0
2008-10-20 to 2008-10-27,10/23/08,85.669998,87.989998,82.400002,87.989998,59594500,Thursday,,0,10/24/08,80.540001,85.849998,80.150002,83.089996,49331600,Friday,0.827787799,10/27/08,82.580002,85.980003,80.260002,80.260002,37137800,Monday,0,-5.568817038,1,3.1661223843292423,0,-0.613785082,0.993862149,0,-3.405938303,0,0,Baseline,,,0,0,,,,,,Oct,0,0
2008-10-27 to 2008-11-03,10/30/08,92.040001,92.660004,89.720001,92.5,42806500,Thursday,,0,10/31/08,91.57,94.529999,91.129997,93.5,39474400,Friday,0.922159018,11/3/08,93.139999,94.080002,92.519997,93.43,17957000,Monday,1,1.0810810810810811,1,2.1076771868515967,0,-0.385027807,0.996149722,0,-0.07486631,0,0,Baseline,Baseline,-0.2,1,1,10/29/08,SuperCut,Match,SuperCut,,Oct,0,1
2008-11-03 to 2008-11-10,11/6/08,90.790001,91.660004,86.480003,87.129997,43601900,Thursday,LOOSE,1,11/7/08,87.959999,90.160004,87.400002,90.129997,30916600,Friday,0.709065431,11/10/08,91.669998,91.75,87.709999,88.93,23695900,Monday,1,3.443131072298786,1,2.4670282226810927,1,1.7086442375006443,1.017086442,0,-1.331406901,0,1,Baseline,,,0,0,,,,,,Nov,0.4,0
2008-11-10 to 2008-11-17,11/13/08,83.57,89,79.849998,88.699997,64432800,Thursday,,0,11/14/08,86.989998,89.489998,84.220001,84.220001,45085800,Friday,0.699733676,11/17/08,83.980003,85.980003,82.720001,82.949997,38157100,Monday,0,-5.050728468,0,-3.184270679,0,-0.284965563,0.997150344,0,-1.507960087,0,0,Baseline,Baseline,1.8999999999999984,1,0,,,,,,Nov,0,0
2008-11-17 to 2008-11-24,11/20/08,79.400002,82.199997,75.370003,76.059998,77925200,Thursday,,0,11/21/08,77.129997,80.730003,74.5,80.540001,91695200,Friday,1.17670792,11/24/08,81.959999,85.970001,81.029999,83.900002,48461300,Monday,1,5.890090872734458,1,4.421112579584309,1,1.763096576072792,1.017630966,1,4.171841269284311,0,0,Baseline,,,0,0,,,,,,Nov,0,0
2008-12-01 to 2008-12-08,12/4/08,84.739998,86.459999,82.730003,83.739998,40456000,Thursday,LOOSE,0,12/5/08,82.970001,86.980003,81.309998,86.589996,43490800,Friday,1.075014831,12/8/08,88.32,90.389999,88,89.120003,44114800,Monday,1,3.403389142665133,1,4.363016700457799,1,1.9979259497829218,1.019979259,1,2.921823671177901,0,1,Baseline,,,0,0,,,,,,Dec,0.2,0
